kreiskey1882,county,rb,occ1882_se_min_pr,occ1882_emp_min_pr,occ1882_se_sto_pr,occ1882_emp_sto_pr,occ1882_se_met_pr,occ1882_emp_met_pr,occ1882_se_eng_pr,occ1882_emp_eng_pr,occ1882_se_che_pr,occ1882_emp_che_pr,occ1882_se_lum_pr,occ1882_emp_lum_pr,occ1882_se_tex_pr,occ1882_emp_tex_pr,occ1882_se_pap_pr,occ1882_emp_pap_pr,occ1882_se_woo_pr,occ1882_emp_woo_pr,occ1882_se_foo_pr,occ1882_emp_foo_pr,occ1882_se_clo_pr,occ1882_emp_clo_pr,occ1882_se_bui_pr,occ1882_emp_bui_pr,occ1882_se_pri_pr,occ1882_emp_pri_pr,occ1882_se_art_pr,occ1882_emp_art_pr,occ1882_se_min_cat,occ1882_emp_min_cat,occ1882_se_sto_cat,occ1882_emp_sto_cat,occ1882_se_met_cat,occ1882_emp_met_cat,occ1882_se_eng_cat,occ1882_emp_eng_cat,occ1882_se_che_cat,occ1882_emp_che_cat,occ1882_se_lum_cat,occ1882_emp_lum_cat,occ1882_se_tex_cat,occ1882_emp_tex_cat,occ1882_se_pap_cat,occ1882_emp_pap_cat,occ1882_se_woo_cat,occ1882_emp_woo_cat,occ1882_se_foo_cat,occ1882_emp_foo_cat,occ1882_se_clo_cat,occ1882_emp_clo_cat,occ1882_se_bui_cat,occ1882_emp_bui_cat,occ1882_se_pri_cat,occ1882_emp_pri_cat,occ1882_se_art_cat,occ1882_emp_art_cat,occ1882_se_min_jew,occ1882_emp_min_jew,occ1882_se_sto_jew,occ1882_emp_sto_jew,occ1882_se_met_jew,occ1882_emp_met_jew,occ1882_se_eng_jew,occ1882_emp_eng_jew,occ1882_se_che_jew,occ1882_emp_che_jew,occ1882_se_lum_jew,occ1882_emp_lum_jew,occ1882_se_tex_jew,occ1882_emp_tex_jew,occ1882_se_pap_jew,occ1882_emp_pap_jew,occ1882_se_woo_jew,occ1882_emp_woo_jew,occ1882_se_foo_jew,occ1882_emp_foo_jew,occ1882_se_clo_jew,occ1882_emp_clo_jew,occ1882_se_bui_jew,occ1882_emp_bui_jew,occ1882_se_pri_jew,occ1882_emp_pri_jew,occ1882_se_art_jew,occ1882_emp_art_jew,occ1882_se_min_tot,occ1882_emp_min_tot,occ1882_se_sto_tot,occ1882_emp_sto_tot,occ1882_se_met_tot,occ1882_emp_met_tot,occ1882_se_eng_tot,occ1882_emp_eng_tot,occ1882_se_che_tot,occ1882_emp_che_tot,occ1882_se_lum_tot,occ1882_emp_lum_tot,occ1882_se_tex_tot,occ1882_emp_tex_tot,occ1882_se_pap_tot,occ1882_emp_pap_tot,occ1882_se_woo_tot,occ1882_emp_woo_tot,occ1882_se_foo_tot,occ1882_emp_foo_tot,occ1882_se_clo_tot,occ1882_emp_clo_tot,occ1882_se_bui_tot,occ1882_emp_bui_tot,occ1882_se_pri_tot,occ1882_emp_pri_tot,occ1882_se_art_tot,occ1882_emp_art_tot
251,"WORBIS","ERF",0,0,3,10,30,24,15,11,2,3,0,0,440,352,9,8,38,18,33,44,111,40,23,89,1,2,0,0,0,3,31,115,85,65,58,31,1,3,2,1,984,793,14,12,140,64,117,192,483,136,156,620,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,125,115,89,73,42,3,6,2,1,1424,1145,23,20,178,82,150,236,594,176,179,709,4,3,1,0
252,"HEILIGENSTADT","ERF",0,0,0,18,9,20,11,9,3,2,0,1,17,5,4,3,41,32,27,63,46,16,25,48,1,1,1,0,0,6,19,117,104,84,72,48,6,5,2,0,754,301,47,77,268,137,171,415,541,208,135,626,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,135,113,104,83,57,9,7,2,1,772,306,51,80,309,169,198,478,587,224,160,674,3,12,1,0
253,"MUHLHAUSEN","ERF",0,0,27,98,120,355,84,154,6,17,16,85,1074,1558,87,294,242,409,234,636,1079,606,151,824,10,44,6,6,0,0,9,23,30,38,19,23,0,0,0,2,1215,441,6,12,63,46,40,202,243,88,65,262,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,36,121,150,393,103,177,6,17,16,87,2302,2008,93,306,306,455,274,839,1327,694,217,1086,10,45,7,6
254,"LANGENSALZA","ERF",0,1,21,92,100,186,60,73,7,4,7,5,307,765,59,68,152,150,172,291,658,351,100,598,7,65,2,5,0,0,0,0,0,9,1,0,0,2,0,0,7,8,0,5,0,3,2,7,12,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,92,100,195,61,73,7,6,7,5,314,773,59,73,152,153,174,298,673,359,100,601,7,65,2,5
255,"WEISSENSEE","ERF",0,1,4,41,87,120,43,442,10,81,0,1,76,13,46,37,142,68,140,208,469,237,53,480,3,4,0,1,0,0,0,0,3,4,2,27,0,4,0,0,2,0,0,1,0,0,5,7,5,2,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,41,90,124,45,470,10,87,0,1,78,13,46,38,142,68,145,215,474,239,55,487,6,6,0,1
256,"ERFURT","ERF",0,12,18,91,123,654,65,739,10,120,15,34,185,176,80,211,185,466,274,785,1444,1880,138,1163,23,193,18,32,0,3,2,21,17,132,11,155,1,26,3,10,45,42,16,40,37,99,28,127,332,434,45,277,1,42,3,18,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,0,2,6,10,0,0,0,0,0,0,0,15,20,112,142,789,76,898,11,147,18,44,235,219,97,252,224,568,303,917,1789,2328,184,1443,24,235,21,50
257,"ERFURT","ERF",0,65,17,148,52,68,29,52,3,11,7,11,57,37,10,13,88,45,90,136,304,132,52,417,0,3,1,0,0,0,1,3,6,5,4,11,1,1,0,1,13,9,3,2,10,1,8,6,47,25,7,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18,151,58,73,33,63,4,12,7,12,70,46,13,15,98,46,98,142,351,158,59,466,0,4,1,1
258,"ZIEGENRUCK","ERF",1,320,13,226,56,40,18,18,4,4,1,5,286,393,25,148,60,23,64,64,202,76,41,476,0,2,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322,13,230,56,40,19,18,4,4,1,5,286,394,26,149,60,23,65,66,202,76,41,476,0,2,0,0
259,"SCHLEUSINGEN","ERF",1,12,65,1506,244,440,431,1277,6,10,5,17,257,145,53,147,373,407,173,214,514,265,102,1173,15,20,37,73,0,4,1,12,2,4,4,5,2,1,0,0,0,0,0,1,2,1,0,2,6,4,6,484,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,66,1522,250,447,436,1290,8,11,5,17,261,147,53,148,376,408,173,216,522,269,109,1657,16,21,37,73
260,"HADERSLEBEN","SCH",2,6,25,107,239,199,109,101,6,7,1,5,360,62,72,59,369,178,192,330,969,328,193,389,10,34,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,26,110,241,202,110,104,8,9,2,6,362,64,75,62,375,183,205,341,993,333,197,393,11,35,5,1
261,"APENRADE","SCH",4,21,34,140,119,110,62,112,5,6,3,1,168,45,27,19,187,156,155,205,521,182,99,237,5,11,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,21,34,140,119,112,62,112,5,6,3,1,168,45,28,20,187,159,155,211,528,183,100,237,8,11,1,1
262,"SONDERBURG","SCH",0,1,42,654,115,139,83,73,4,6,2,5,199,53,34,24,278,105,176,194,628,184,121,198,6,14,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,655,115,140,84,73,4,6,2,5,199,53,34,25,279,105,176,196,630,186,123,203,6,14,1,1
263,"FLENSBURG","SCH",8,46,57,421,260,614,138,867,12,73,9,39,219,112,100,203,417,453,401,707,1376,529,261,983,17,86,9,27,0,1,0,3,0,5,0,1,0,1,0,0,0,0,0,4,0,3,1,9,3,3,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,47,57,424,260,619,138,868,12,74,9,39,221,113,100,207,417,456,403,716,1382,533,261,993,18,87,9,27
264,"SCHLESWIG","SCH",0,5,45,295,242,197,111,90,15,55,4,22,232,63,89,138,397,196,383,474,1102,406,291,713,13,68,2,4,0,0,0,6,1,5,0,0,0,0,0,1,2,1,2,1,2,3,2,5,6,6,3,20,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,14,5,5,1,0,0,0,0,0,0,0,5,45,301,244,203,113,90,15,56,5,23,234,65,91,139,400,201,403,484,1118,414,294,737,13,68,2,4
265,"ECKERNFORDE","SCH",2,10,38,84,126,169,85,83,2,24,1,9,153,32,41,43,185,125,157,247,525,235,179,420,5,10,1,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,2,0,0,4,0,1,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,38,84,127,179,86,86,2,24,1,9,153,32,43,43,185,129,157,248,527,236,179,427,5,11,1,1
266,"EIDERSTEDT","SCH",0,2,10,78,75,64,27,25,4,3,0,5,44,5,17,12,54,32,98,104,297,85,192,240,4,14,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,78,76,65,28,25,4,3,0,5,44,5,17,12,54,32,98,104,297,85,192,240,4,15,0,0
267,"HUSUM","SCH",4,14,17,29,140,97,52,29,3,5,2,4,147,29,28,27,145,99,210,187,586,176,307,379,8,19,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,3,2,7,3,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,17,30,141,97,52,29,4,5,2,4,147,29,30,29,145,99,213,189,594,179,309,383,8,21,1,0
268,"TONDERN","SCH",4,9,26,61,238,166,94,60,9,4,2,1,614,59,54,42,309,155,255,210,1054,275,343,460,10,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,26,61,238,166,94,60,9,4,2,1,615,59,55,42,310,156,256,212,1056,280,343,460,10,16,1,2
269,"OLDENBURG","SCH",0,2,53,110,177,182,87,48,6,12,2,4,214,39,65,29,231,123,190,203,806,263,210,432,5,10,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,110,177,187,87,48,6,12,2,4,214,39,65,29,232,124,191,204,807,264,210,433,5,10,0,0
270,"PLON","SCH",0,3,54,111,164,351,127,1915,6,7,4,10,255,37,74,93,265,225,255,370,1048,513,237,844,9,15,3,4,0,0,0,1,1,9,3,79,0,1,0,1,0,0,0,4,1,6,1,5,5,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,54,112,165,362,130,2000,6,8,4,11,255,37,74,98,266,231,257,375,1055,520,240,860,9,15,3,4
271,"KIEL","SCH",0,2,62,454,235,1066,179,2287,10,50,13,82,214,1065,121,337,364,753,417,1173,1552,935,343,1684,34,137,22,37,0,0,0,13,4,44,3,46,1,2,1,0,0,20,4,13,4,18,2,29,23,30,12,24,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,2,62,467,240,1111,182,2334,11,52,14,82,215,1085,125,351,368,771,419,1203,1579,967,355,1709,34,140,22,38
272,"RENDSBURG","SCH",15,121,77,160,207,331,93,104,8,32,1,14,198,156,71,74,267,198,243,292,841,316,290,545,17,24,2,2,0,1,1,1,1,4,3,2,0,2,0,0,2,41,0,2,1,3,0,3,9,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,1,0,0,15,122,78,161,208,335,96,106,8,34,1,14,201,197,71,77,268,201,245,296,855,320,292,549,18,26,2,2
273,"NORDERDITHMARSCHEN","SCH",1,0,41,168,162,115,72,35,10,15,2,4,60,12,62,58,210,130,292,273,718,308,303,292,7,19,4,1,0,0,0,1,2,6,1,0,0,3,0,0,1,0,0,1,1,1,0,3,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,169,164,121,73,35,10,18,2,4,61,12,62,59,211,131,292,276,722,308,303,297,8,19,4,1
274,"SUDERDITHMARSCHEN","SCH",1,12,19,104,165,140,85,62,9,10,1,0,61,13,44,53,243,118,263,264,763,295,341,426,6,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,12,19,105,165,140,85,62,9,10,1,0,61,13,44,54,243,118,263,264,764,295,342,427,6,10,1,1
275,"STEINBURG","SCH",5,7,29,504,237,332,103,133,11,32,9,40,141,251,92,180,409,321,382,766,1163,382,387,903,12,45,3,10,0,1,1,23,0,5,0,1,0,0,0,3,1,5,0,1,1,4,0,11,2,4,1,7,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,5,8,30,529,237,337,103,134,11,33,9,43,142,260,92,181,411,327,383,777,1169,387,388,910,13,48,5,13
276,"SEGEBERG","SCH",1,3,45,118,155,111,90,44,5,3,2,5,148,41,49,31,207,87,190,220,667,297,174,332,4,11,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,47,118,155,112,90,44,5,3,2,5,148,41,50,31,207,88,190,222,670,300,174,334,4,11,2,0
277,"STORMARN","SCH",3,23,71,449,257,354,139,156,16,73,5,28,132,134,105,294,399,381,398,1040,1229,663,331,1583,14,100,6,13,0,0,0,7,3,14,3,4,0,3,0,1,2,4,4,8,1,11,11,48,15,14,2,10,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,1,4,0,0,2,4,11,2,0,1,0,1,0,0,3,23,71,456,261,369,145,162,16,76,5,29,134,140,111,309,400,394,411,1094,1260,680,333,1595,14,104,6,13
278,"PINNEBERG","SCH",4,56,42,581,239,350,121,274,15,63,12,26,195,260,141,251,410,557,401,708,1665,1065,349,1272,20,22,8,9,0,1,1,4,2,9,1,1,0,0,0,0,2,4,2,6,4,3,4,7,10,14,2,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,4,57,43,585,243,359,123,275,15,64,12,26,200,269,146,258,414,560,407,716,1682,1082,352,1283,20,22,8,9
279,"ALTONA","SCH",0,22,44,466,276,1324,154,965,21,151,24,196,292,729,202,621,613,1811,1101,3524,4768,2740,321,2933,46,239,32,38,0,0,5,29,16,72,13,29,2,9,2,7,7,13,9,20,17,59,46,182,123,121,8,99,2,6,3,4,0,1,0,0,3,2,4,1,1,0,2,1,12,1,3,3,5,0,23,30,70,18,2,3,3,10,1,0,0,23,49,501,297,1403,171,1000,25,160,28,204,311,744,214,645,640,1879,1185,3747,4986,2891,334,3040,52,256,36,42
280,"LAUENBURG","SCH",1,9,54,145,168,165,100,95,12,138,3,6,134,61,60,47,237,270,235,395,863,357,145,842,10,14,1,0,0,3,1,1,1,4,0,3,1,5,1,0,0,0,1,0,1,2,0,6,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,55,146,169,169,100,98,13,143,4,6,134,61,61,47,238,272,236,402,867,363,145,846,10,14,1,0
281,"DIEPHOLZ","HAN",0,7,9,81,120,152,42,39,10,3,0,0,35,27,46,45,152,105,139,154,476,254,146,341,3,2,0,0,0,0,0,17,8,8,4,5,0,2,0,0,5,7,4,10,34,132,14,15,63,22,11,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,5,3,0,0,30,8,3,0,0,1,0,0,0,0,0,7,9,98,129,161,46,44,10,5,0,0,43,36,55,58,186,237,183,177,546,278,157,382,3,2,0,0
282,"HOYA","HAN",0,1,9,154,104,106,50,51,10,6,1,5,44,20,48,35,207,151,146,155,543,228,148,590,3,9,0,0,0,0,0,22,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,10,5,0,0,0,0,0,0,0,0,0,1,9,176,108,108,51,51,10,6,1,5,47,20,49,37,207,151,157,164,543,229,148,615,3,9,0,0
283,"NIENBURG","HAN",1,47,23,386,128,143,69,39,14,206,2,24,156,31,48,71,194,140,134,170,655,338,133,468,1,4,0,1,0,0,1,9,2,2,1,0,1,11,0,1,1,3,1,4,5,4,2,5,7,5,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,21,8,3,0,1,0,0,0,0,0,1,47,24,395,130,145,70,39,15,217,2,25,159,36,52,76,199,145,157,183,665,343,136,478,2,5,0,1
284,"HANNOVER","HAN",6,36,36,226,327,2029,208,927,62,366,28,206,162,700,292,1715,455,1274,421,1390,3652,2423,561,2351,70,813,61,93,0,7,2,28,24,164,17,71,5,35,0,19,9,114,26,173,30,115,29,144,307,220,66,549,3,60,9,12,0,0,2,2,4,5,4,5,0,1,1,0,9,10,7,7,12,7,18,21,42,18,5,4,0,4,1,0,6,43,40,256,357,2205,230,1004,68,404,30,226,180,826,326,1896,499,1399,469,1556,4010,2666,639,2910,74,879,73,105
285,"HANNOVER","HAN",5,272,32,744,196,725,113,1062,18,407,5,73,214,2255,64,294,373,483,282,483,1409,819,190,1548,8,88,3,25,0,14,5,57,5,48,0,72,1,62,0,0,4,540,4,32,3,37,12,27,42,33,9,175,1,8,0,5,0,0,0,1,4,2,0,0,0,0,0,2,0,3,2,3,0,0,13,11,10,3,2,2,0,0,0,0,5,286,37,802,206,775,113,1138,20,470,5,75,218,2798,70,329,376,520,307,521,1463,855,201,1725,9,96,3,30
286,"WENNIGSEN","HAN",11,1650,51,732,171,198,99,66,11,16,11,1,212,312,65,55,396,386,238,329,1028,529,163,893,2,4,0,2,0,6,0,8,1,1,2,1,0,0,0,0,6,23,0,1,2,4,4,12,4,4,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,21,13,4,1,0,0,0,0,0,0,11,1656,51,741,173,199,101,67,11,16,12,1,218,335,68,56,399,392,263,354,1036,535,163,914,2,4,0,2
287,"HAMELN","HAN",2,265,66,799,191,298,139,146,16,25,3,9,245,274,85,270,320,317,245,357,997,553,188,877,7,33,4,3,0,0,0,7,2,4,2,4,1,2,0,1,4,5,1,7,5,0,4,16,9,5,8,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,9,1,10,4,0,0,0,0,0,0,2,265,66,808,193,302,141,150,17,27,3,10,250,281,89,277,325,317,258,374,1018,562,196,904,7,36,4,3
288,"HILDESHEIM","HIL",7,833,47,484,241,537,105,189,11,26,12,24,183,79,87,172,318,426,319,608,1146,735,253,1095,10,44,10,6,0,56,9,274,49,150,29,67,3,7,1,9,44,33,28,87,154,185,75,226,621,241,111,730,6,30,5,6,0,0,1,0,0,1,1,0,1,0,0,0,2,0,3,0,2,2,3,3,4,2,1,0,0,1,0,0,7,889,57,762,290,689,135,256,15,33,13,33,229,112,118,259,474,613,397,837,1772,978,365,1825,16,75,16,12
289,"MARIENBURG","HIL",4,39,44,477,150,229,112,106,11,25,1,2,415,142,77,384,295,252,282,445,896,437,197,1038,4,17,1,3,0,2,17,141,36,39,25,16,3,4,0,1,31,10,10,70,67,64,40,72,215,105,49,390,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,0,4,41,61,618,187,268,137,122,14,29,1,3,446,152,87,456,364,316,325,518,1114,543,246,1428,4,21,1,6
290,"LIEBENBURG","HIL",5,461,34,283,170,258,108,134,20,100,7,11,206,64,85,124,303,278,322,588,1040,523,226,1182,13,37,5,0,1,15,3,106,20,22,17,13,3,20,0,1,31,10,5,12,47,41,24,67,169,59,48,303,1,11,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,476,37,389,190,280,125,147,23,120,8,12,237,74,90,136,352,319,346,655,1213,582,274,1485,14,48,6,2
291,"OSTERODE AM HARZ","HIL",5,158,21,211,185,278,93,124,13,30,6,7,435,592,60,94,291,591,233,308,707,384,134,1512,9,15,6,3,0,0,5,40,66,57,29,18,2,1,9,3,111,139,19,41,147,70,79,87,427,197,66,609,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,158,26,251,251,335,122,142,15,31,15,10,546,731,79,136,438,661,312,395,1135,581,200,2121,9,19,6,3
292,"GOTTINGEN","HIL",6,26,55,348,236,417,155,396,21,145,6,46,232,339,129,396,409,541,317,692,1416,715,335,1899,20,85,5,3,0,0,1,18,4,15,3,25,1,7,0,0,6,6,2,19,13,29,12,70,78,54,11,69,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8,4,7,3,1,1,0,0,1,0,6,26,56,366,240,432,158,421,22,152,6,46,242,345,132,415,423,571,337,767,1501,772,348,1971,21,99,6,3
293,"EINBECK","HIL",4,142,39,411,238,324,122,133,12,13,10,14,321,242,100,201,362,326,306,680,1130,645,268,1377,6,17,2,4,0,1,2,4,16,10,3,1,1,0,0,0,4,11,5,10,11,13,10,40,37,25,15,37,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,3,7,1,0,1,0,0,0,0,4,143,41,415,254,334,125,134,13,13,12,15,325,254,106,211,375,340,328,725,1179,671,283,1418,6,19,2,6
294,"ZELLERFELD","HIL",37,5277,19,248,93,194,47,52,20,181,6,15,130,89,45,75,176,199,234,396,620,306,98,645,4,16,3,7,0,10,0,52,2,1,0,1,0,3,0,0,1,1,0,1,1,0,0,6,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5287,19,300,95,195,47,53,20,184,6,15,131,90,45,76,177,199,235,402,621,308,99,647,4,17,3,7
295,"CELLE","LUN",6,83,22,173,197,312,123,97,17,76,12,105,145,59,84,314,411,792,316,548,1332,512,284,1421,12,27,3,1,0,4,1,27,4,12,0,3,1,7,1,11,4,9,1,12,10,53,3,20,33,15,10,41,1,2,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,1,5,1,0,0,0,2,0,0,0,0,6,87,23,200,201,324,125,100,18,84,14,117,149,69,85,326,421,848,324,569,1366,527,294,1465,13,29,5,1
296,"GIFHORN","LUN",8,221,23,125,163,166,103,78,7,6,9,199,137,38,51,28,270,181,176,202,785,419,248,740,2,4,1,3,1,197,3,55,1,10,1,3,2,1,1,33,3,2,0,2,0,1,3,6,1,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,425,26,183,165,177,104,81,9,7,10,236,140,40,51,30,270,182,179,209,791,423,251,770,2,4,1,3
297,"FALLINGBOSTEL","LUN",0,1,13,58,135,171,88,87,13,76,2,1,35,31,57,82,247,294,178,173,834,546,231,592,3,21,0,1,0,4,1,2,0,4,0,0,0,0,0,0,1,0,0,2,0,4,1,3,2,7,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,5,14,60,135,175,88,87,13,76,2,1,37,32,57,84,247,298,185,177,838,553,234,598,4,21,1,1
298,"ULZEN","LUN",0,8,28,104,124,201,86,69,7,7,2,5,59,11,41,61,198,148,154,303,722,297,216,715,5,8,1,0,0,0,0,0,2,13,0,1,0,0,0,0,2,0,0,0,3,11,1,4,1,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,28,104,126,214,86,70,7,7,2,5,62,12,43,61,202,159,155,308,724,298,216,731,5,9,1,0
299,"DANNENBERG","LUN",0,3,36,105,172,157,103,82,15,12,1,1,74,58,51,37,271,194,235,222,766,321,162,860,4,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,36,105,173,158,103,82,15,12,1,1,74,65,52,38,271,194,240,224,767,321,164,861,4,13,0,0
300,"LUNEBURG","LUN",7,248,33,493,147,363,99,99,12,114,5,11,76,90,61,151,236,367,207,453,881,342,200,1141,9,43,5,4,2,1,0,8,10,15,1,2,0,2,0,0,1,4,1,10,7,17,3,22,13,6,7,22,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,2,0,0,0,0,0,0,0,9,250,33,501,158,378,100,101,12,116,5,11,79,94,64,161,245,384,214,477,896,348,207,1164,9,45,5,5
301,"HARBURG","LUN",0,1,26,201,179,431,134,576,15,159,9,301,46,315,83,1034,296,731,256,607,1046,562,307,1370,7,31,4,13,0,0,0,2,3,24,3,11,0,14,1,9,0,9,0,35,7,26,3,17,14,21,5,32,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,2,1,0,0,0,0,0,0,1,26,204,182,455,137,587,15,177,10,310,47,324,83,1075,303,759,261,627,1067,585,313,1404,7,36,7,16
